time,angle,pwm
15.131,26.02,-60.16
15.136,26.02,-60.16
15.141,26.02,-60.17
15.146,26.02,-60.17
15.151,26.11,-99.29
15.156,26.11,-64.13
15.161,26.11,-64.14
15.166,26.11,-64.14
15.171,26.11,-64.15
15.176,26.02,74.97
15.181,26.11,-99.31
15.186,26.02,74.96
15.191,26.02,-60.20
15.196,26.02,-60.20
15.201,26.02,-60.20
15.206,26.02,-60.20
15.211,26.02,-60.20
15.216,26.02,-60.21
15.221,26.02,-60.21
15.226,26.02,-60.21
15.231,26.02,-60.21
15.236,26.11,-99.33
15.241,26.11,-64.17
15.246,26.11,-64.18
15.251,26.02,74.94
15.256,26.02,-60.23
15.261,26.02,-60.23
15.266,26.02,-60.23
15.271,26.02,-60.23
15.276,26.02,-60.23
15.281,26.02,-60.23
15.286,26.02,-60.23
15.291,26.02,-60.23
15.296,26.02,-60.23
15.301,26.02,-60.23
15.306,26.02,-60.24
15.311,26.02,-60.24
15.316,26.02,-60.24
15.321,26.02,-60.24
15.326,26.02,-60.24
15.331,25.93,78.88
15.336,25.93,-56.28
15.341,25.93,-56.27
15.346,25.93,-56.27
15.351,25.93,-56.27
15.356,25.93,-56.26
15.361,25.93,-56.26
15.366,25.93,-56.26
15.371,25.93,-56.25
15.376,25.93,-56.25
15.381,25.84,82.87
15.386,25.84,-52.28
15.391,25.93,-91.39
15.396,25.84,82.89
15.401,25.84,-52.26
15.406,25.84,-52.25
15.411,25.84,-52.24
15.416,25.84,-52.23
15.421,25.84,-52.23
15.426,25.84,-52.22
15.431,25.93,-91.33
15.436,25.93,-56.17
15.440,25.84,82.96
15.446,25.84,-52.20
15.451,25.93,-91.31
15.456,25.93,-56.14
15.462,25.93,-56.14
15.466,25.93,-56.14
15.471,25.93,-56.13
15.476,25.93,-56.13
15.481,25.93,-56.13
15.486,25.93,-56.12
15.491,25.93,-56.12
15.496,25.93,-56.12
15.501,25.93,-56.11
15.506,25.93,-56.11
15.511,25.93,-56.11
15.517,25.93,-56.10
15.521,25.93,-56.10
15.526,25.93,-56.10
15.531,25.93,-56.09
15.535,25.93,-56.09
15.541,25.93,-56.09
15.546,25.93,-56.08
15.551,25.93,-56.08
15.556,25.93,-56.08
15.561,25.93,-56.07
15.566,25.93,-56.07
15.571,25.93,-56.06
15.576,25.93,-56.06
15.581,25.93,-56.06
15.586,25.93,-56.05
15.591,25.93,-56.05
15.596,25.84,83.07
15.601,25.84,-52.08
15.605,25.84,-52.07
15.611,25.84,-52.06
15.615,25.84,-52.06
15.621,25.84,-52.05
15.626,25.84,-52.04
15.631,25.84,-52.03
15.636,25.84,-52.02
15.641,25.84,-52.02
15.646,25.84,-52.01
15.651,25.84,-52.00
15.656,25.84,-51.99
15.661,25.84,-51.99
15.666,25.84,-51.98
15.671,25.84,-51.97
15.676,25.84,-51.96
15.681,25.84,-51.95
15.686,25.84,-51.95
15.691,25.84,-51.94
15.696,25.84,-51.93
15.701,25.84,-51.92
15.706,25.84,-51.91
15.711,25.84,-51.91
15.720,25.84,-51.90
15.721,25.84,-51.89
15.726,25.84,-51.88
15.731,25.84,-51.87
15.736,25.75,87.25
15.741,25.75,52.11
15.746,25.75,52.12
15.751,25.75,52.13
15.756,25.75,52.14
15.761,25.84,-86.97
15.766,25.84,-51.80
15.771,25.84,-51.79
15.776,25.84,-51.78
15.781,25.93,-90.89
15.786,25.93,-55.73
15.791,25.93,-55.73
15.796,25.93,-55.72
15.801,25.93,-55.72
15.806,25.93,-55.72
15.811,25.93,-55.71
15.816,26.02,-94.83
15.821,26.02,-59.67
15.826,26.02,-59.67
15.831,26.02,-59.67
15.836,26.02,-59.67
15.841,25.93,79.45
15.846,26.02,-94.83
15.851,26.02,-59.67
15.856,26.02,-59.67
15.861,26.11,-98.79
15.866,26.11,-63.64
15.871,26.19,-102.76
15.876,26.28,-106.73
15.881,26.37,-110.71
15.885,26.37,-75.57
15.890,26.46,-114.70
15.896,26.46,-79.57
15.901,26.55,-118.71
15.906,26.63,-122.70
15.911,26.63,-87.57
15.916,26.72,-126.72
15.921,26.72,-91.60
15.926,26.72,-91.63
15.931,26.72,-91.67
15.936,26.72,-91.70
15.941,26.81,-130.86
15.946,26.81,-95.74
15.951,26.90,-134.90
15.956,26.81,-60.67
15.961,26.90,-134.99
15.966,26.90,-99.87
15.971,26.90,-99.92
15.976,26.81,-60.84
15.981,26.81,-96.04
15.986,26.81,-96.08
15.991,26.81,-96.12
15.996,26.81,-96.16
16.001,26.81,-96.20
16.006,26.72,-57.12
16.011,26.72,-92.32
16.016,26.72,-92.36
16.021,26.72,-92.39
16.026,26.72,-92.43
16.031,26.63,-53.35
16.035,26.63,-88.54
16.041,26.63,-88.57
16.046,26.55,50.52
16.051,26.55,-84.67
16.056,26.55,-84.70
16.061,26.55,-84.72
16.068,26.46,54.37
16.071,26.46,-80.81
16.076,26.46,-80.84
16.081,26.37,58.26
16.086,26.37,-76.92
16.091,26.37,-76.94
16.096,26.37,-76.95
16.101,26.37,-76.97
16.106,26.28,62.13
16.111,26.28,-73.05
16.116,26.28,-73.06
16.121,26.28,-73.07
16.126,26.19,66.03
16.131,26.19,-69.14
16.135,26.19,-69.15
16.141,26.19,-69.16
16.146,26.19,-69.17
16.151,26.19,-69.18
16.156,26.19,-69.19
16.161,26.19,-69.20
16.166,26.19,-69.21
16.171,26.11,69.90
16.176,26.11,-65.26
16.181,26.11,-65.27
16.185,26.11,-65.27
16.191,26.11,-65.28
16.196,26.11,-65.28
16.201,26.11,-65.29
16.206,26.11,-65.29
16.211,26.02,73.82
16.215,26.02,-61.34
16.221,26.02,-61.34
16.226,26.02,-61.34
16.231,25.93,77.78
16.236,25.93,-57.38
16.241,25.93,-57.37
16.245,25.93,-57.37
16.251,25.93,-57.37
16.256,25.93,-57.36
16.261,25.93,-57.36
16.266,25.93,-57.36
16.271,25.93,-57.35
16.276,25.93,-57.35
16.281,25.93,-57.35
16.286,25.93,-57.34
16.291,25.93,-57.34
16.296,25.93,-57.34
16.301,25.93,-57.33
16.306,25.93,-57.33
16.311,25.84,81.79
16.316,25.84,-53.36
16.321,25.84,-53.35
16.326,25.84,-53.34
16.331,25.84,-53.33
16.336,25.84,-53.33
16.341,25.84,-53.32
16.346,25.84,-53.31
16.351,25.84,-53.30
16.355,25.75,85.82
16.361,25.84,-88.44
16.366,25.75,85.84
16.371,25.75,50.70
16.376,25.75,50.71
16.381,25.84,-88.40
16.386,25.84,-53.23
16.391,25.84,-53.22
16.396,25.84,-53.21
16.401,25.93,-92.33
16.406,25.93,-57.16
16.411,25.93,-57.16
16.416,26.02,-96.28
16.421,26.02,-61.12
16.426,26.02,-61.12
16.431,26.02,-61.12
16.436,26.02,-61.12
16.441,26.02,-61.12
16.446,26.02,-61.12
16.451,26.02,-61.12
16.456,26.11,-100.24
16.461,26.11,-65.09
16.466,26.11,-65.09
16.471,26.11,-65.10
16.476,26.11,-65.10
16.481,26.11,-65.11
16.486,26.11,-65.12
16.491,26.11,-65.12
16.496,26.11,-65.13
16.501,26.19,-104.25
16.506,26.11,70.02
16.511,26.19,-104.27
16.516,26.19,-69.12
16.521,26.19,-69.13
16.526,26.19,-69.14
16.531,26.19,-69.15
16.536,26.19,-69.15
16.541,26.19,-69.16
16.546,26.19,-69.17
16.551,26.19,-69.18
16.556,26.19,-69.19
16.561,26.19,-69.20
16.565,26.19,-69.21
16.571,26.19,-69.22
16.576,26.19,-69.23
16.581,26.19,-69.24
16.586,26.19,-69.25
16.591,26.19,-69.26
16.596,26.19,-69.27
16.601,26.19,-69.28
16.606,26.19,-69.29
16.611,26.19,-69.30
16.616,26.19,-69.31
16.621,26.19,-69.32
16.626,26.19,-69.33
16.631,26.19,-69.34
16.636,26.19,-69.35
16.641,26.11,69.76
16.646,26.11,-65.40
16.651,26.11,-65.41
16.656,26.11,-65.41
16.661,26.11,-65.42
16.666,26.11,-65.43
16.671,26.11,-65.43
16.675,26.11,-65.44
16.681,26.02,73.68
16.686,26.02,-61.48
16.691,26.02,-61.48
16.696,26.02,-61.48
16.701,26.02,-61.49
16.706,26.02,-61.49
16.711,25.93,77.63
16.716,25.93,-57.52
16.721,25.93,-57.52
16.726,25.93,-57.52
16.731,25.93,-57.51
16.736,25.93,-57.51
16.741,25.93,-57.51
16.746,25.93,-57.50
16.751,25.93,-57.50
16.755,25.93,-57.50
16.761,25.93,-57.49
16.766,25.93,-57.49
16.771,25.84,81.63
16.776,25.84,-53.52
16.781,25.84,-53.51
16.786,25.84,-53.50
16.791,25.84,-53.49
16.796,25.84,-53.49
16.801,25.84,-53.48
16.806,25.84,-53.47
16.811,25.84,-53.46
16.816,25.84,-53.45
16.821,25.84,-53.45
16.826,25.84,-53.44
16.831,25.84,-53.43
16.836,25.84,-53.42
16.841,25.84,-53.42
16.846,25.84,-53.41
16.851,25.84,-53.40
16.856,25.84,-53.39
16.861,25.84,-53.38
16.866,25.84,-53.38
16.871,25.84,-53.37
16.876,25.84,-53.36
16.881,25.84,-53.35
16.886,25.84,-53.34
16.891,25.84,-53.34
16.896,25.84,-53.33
16.901,25.84,-53.32
16.906,25.84,-53.31
16.911,25.84,-53.31
16.916,25.84,-53.30
16.921,25.84,-53.29
16.925,25.84,-53.28
16.931,25.84,-53.27
16.936,25.84,-53.27
16.941,25.84,-53.26
16.946,25.93,-92.37
16.951,25.93,-57.21
16.956,25.93,-57.20
16.961,25.93,-57.20
16.966,25.93,-57.20
16.971,25.93,-57.19
16.976,25.93,-57.19
16.981,25.93,-57.19
16.986,25.93,-57.18
16.991,25.93,-57.18
16.996,25.93,-57.18
17.001,25.93,-57.17
17.006,25.93,-57.17
17.011,25.93,-57.16
17.015,25.93,-57.16
17.020,25.93,-57.16
17.025,25.93,-57.15
17.030,25.93,-57.15
17.035,25.93,-57.15
17.040,25.93,-57.14
17.046,25.93,-57.14
17.051,25.93,-57.14
17.056,25.93,-57.13
17.061,25.93,-57.13
17.066,25.93,-57.13
17.071,25.93,-57.12
17.075,25.93,-57.12
17.081,25.93,-57.12
17.086,25.93,-57.11
17.091,25.93,-57.11
17.096,25.93,-57.11
17.101,25.84,82.02
17.106,25.84,-53.13
17.111,25.84,-53.13
17.116,25.84,-53.12
17.121,25.84,-53.11
17.125,25.84,-53.10
17.131,25.84,-53.10
17.136,25.84,-53.09
17.141,25.84,-53.08
17.146,25.84,-53.07
17.151,25.84,-53.06
17.156,25.84,-53.06
17.161,25.84,-53.05
17.166,25.84,-53.04
17.171,25.84,-53.03
17.176,25.84,-53.02
17.181,25.75,86.10
17.186,25.84,-88.16
17.191,25.75,86.12
17.196,25.75,50.98
17.201,25.75,50.99
17.206,25.75,51.00
17.211,25.75,51.01
17.216,25.84,-88.09
17.221,25.84,-52.93
17.225,25.84,-52.92
17.231,25.93,-92.03
17.236,25.93,-56.87
17.243,25.93,-56.86
17.245,26.02,-95.98
17.250,26.02,-60.82
17.255,26.02,-60.82
17.259,26.11,-99.94
17.265,26.11,-64.79
17.270,26.11,-64.79
17.275,26.11,-64.80
17.280,26.11,-64.80
17.285,26.11,-64.81
17.290,26.19,-103.94
17.296,26.19,-68.78
17.301,26.19,-68.79
17.306,26.19,-68.80
17.311,26.19,-68.81
17.316,26.19,-68.82
17.321,26.19,-68.83
17.326,26.19,-68.84
17.331,26.19,-68.85
17.336,26.19,-68.86
17.341,26.19,-68.87
17.346,26.28,-108.00
17.351,26.28,-72.86
17.356,26.28,-72.87
17.361,26.28,-72.88
17.366,26.28,-72.90
17.371,26.28,-72.91
17.376,26.28,-72.93
17.381,26.28,-72.94
17.385,26.28,-72.95
17.391,26.28,-72.97
17.396,26.19,66.14
17.401,26.28,-108.15
17.406,26.28,-73.01
17.411,26.28,-73.02
17.416,26.28,-73.03
17.421,26.28,-73.05
17.426,26.28,-73.06
17.431,26.28,-73.08
17.436,26.28,-73.09
17.441,26.19,66.01
17.446,26.19,-69.16
17.451,26.19,-69.16
17.456,26.19,-69.17
17.461,26.19,-69.18
17.466,26.19,-69.19
17.471,26.19,-69.20
17.476,26.19,-69.21
17.481,26.19,-69.22
17.486,26.19,-69.23
17.491,26.19,-69.24
17.496,26.19,-69.25
17.501,26.19,-69.26
17.506,26.19,-69.27
17.511,26.11,69.84
17.516,26.11,-65.33
17.521,26.11,-65.33
17.526,26.11,-65.34
17.531,26.11,-65.34
17.536,26.02,73.77
17.541,26.02,-61.39
17.546,26.02,-61.39
17.551,26.02,-61.39
17.557,25.93,77.73
17.561,25.93,-57.43
17.566,25.84,81.69
17.571,25.84,-53.46
17.576,25.75,85.67
17.581,25.67,89.64
17.586,25.67,54.50
17.591,25.58,93.64
17.596,25.58,58.50
17.601,25.49,97.64
17.606,25.58,-76.62
17.611,25.49,97.68
17.616,25.49,62.55
17.621,25.49,62.58
17.626,25.49,62.60
17.631,25.49,62.63
17.636,25.58,-76.47
17.641,25.58,58.71
17.646,25.58,58.73
17.651,25.58,58.75
17.656,25.58,58.78
17.661,25.67,-80.32
17.666,25.75,-84.27
17.671,25.75,50.91
17.676,25.75,50.92
17.681,25.84,-88.19
17.686,25.84,-53.02
17.691,25.93,-92.13
17.696,25.93,-56.97
17.701,26.02,-96.09
17.706,26.02,-60.93
17.711,26.11,-100.05
17.716,26.11,-64.89
17.721,26.19,-104.02
17.726,26.19,-68.87
17.731,26.19,-68.88
17.736,26.19,-68.89
17.741,26.19,-68.90
17.746,26.28,-108.03
17.751,26.28,-72.88
17.756,26.28,-72.90
17.761,26.28,-72.91
17.766,26.28,-72.92
17.771,26.37,-112.06
17.776,26.37,-76.92
17.781,26.37,-76.93
17.785,26.37,-76.95
17.791,26.37,-76.97
17.796,26.28,62.13
17.801,26.28,-73.04
17.806,26.28,-73.06
17.811,26.19,66.05
17.816,26.19,-69.12
17.821,26.11,69.99
17.826,26.11,-65.18
17.831,26.02,73.94
17.836,25.93,77.90
17.841,25.84,81.86
17.846,25.75,85.83
17.851,25.67,89.80
17.856,25.67,54.66
17.861,25.58,93.79
17.866,25.58,58.65
17.871,25.49,97.79
17.876,25.49,62.66
17.881,25.49,62.69
17.886,25.40,101.83
17.891,25.40,66.70
17.896,25.40,66.73
17.901,25.40,66.76
17.906,25.49,-72.33
17.911,25.49,62.86
17.916,25.49,62.88
17.921,25.49,62.91
17.926,25.49,62.93
17.931,25.58,-76.16
17.936,25.58,59.02
17.941,25.58,59.04
17.946,25.67,-80.06
17.951,25.67,55.12
17.956,25.75,-83.99
17.961,25.75,51.19
17.966,25.75,51.20
17.971,25.84,-87.91
17.976,25.84,-52.74
17.981,25.93,-91.85
17.986,25.93,-56.69
17.991,25.93,-56.69
17.996,26.02,-95.80
18.001,26.02,-60.64
18.006,26.11,-99.76
18.011,26.11,-64.61
18.016,26.11,-64.61
18.021,26.11,-64.62
18.026,26.19,-103.75
18.031,26.19,-68.59
18.035,26.19,-68.60
18.041,26.19,-68.61
18.045,26.19,-68.62
18.050,26.19,-68.63
18.055,26.19,-68.64
18.060,26.19,-68.65
18.066,26.19,-68.66
18.071,26.19,-68.67
18.076,26.19,-68.68
18.081,26.19,-68.69
18.086,26.11,70.42
18.091,26.11,-64.75
18.096,26.11,-64.75
18.101,26.11,-64.76
18.106,26.11,-64.76
18.111,26.11,-64.77
18.116,26.11,-64.77
18.121,26.11,-64.78
18.126,26.02,74.34
18.131,26.02,-60.83
18.136,26.02,-60.83
18.141,26.02,-60.83
18.146,26.02,-60.83
18.151,26.02,-60.83
18.156,26.02,-60.83
18.161,25.93,78.29
18.166,25.93,-56.87
18.171,25.93,-56.86
18.176,25.93,-56.86
18.181,25.84,82.26
18.186,25.84,-52.89
18.191,25.84,-52.88
18.196,25.84,-52.87
18.201,25.84,-52.87
18.206,25.75,86.26
18.211,25.75,51.11
18.216,25.75,51.13
18.221,25.75,51.14
18.227,25.75,51.15
18.230,25.75,51.16
18.235,25.84,-87.94
18.240,25.84,-52.78
18.246,25.84,-52.77
18.251,25.84,-52.76
18.256,25.93,-91.87
18.261,25.93,-56.71
18.266,25.93,-56.71
18.271,25.93,-56.70
18.276,25.93,-56.70
18.281,25.93,-56.70
18.286,25.93,-56.69
18.291,25.93,-56.69
18.296,26.02,-95.80
18.301,26.02,-60.65
18.306,25.93,78.47
18.311,25.93,-56.68
18.316,25.93,-56.68
18.321,25.93,-56.68
18.326,25.93,-56.67
18.331,25.93,-56.67
18.336,25.93,-56.67
18.341,25.93,-56.66
18.346,25.93,-56.66
18.351,25.93,-56.66
18.356,25.93,-56.65
18.361,25.93,-56.65
18.366,25.93,-56.64
18.371,25.93,-56.64
18.376,25.93,-56.64
18.381,25.93,-56.63
18.386,25.84,82.49
18.391,25.84,-52.66
18.396,25.84,-52.66
18.401,25.84,-52.65
18.406,25.84,-52.64
18.411,25.84,-52.63
18.416,25.75,86.50
18.421,25.75,51.35
18.426,25.75,51.36
18.431,25.84,-87.75
18.436,25.75,86.54
18.441,25.84,-87.73
18.446,25.84,-52.56
18.451,25.84,-52.55
18.456,25.84,-52.54
18.461,25.84,-52.54
18.465,25.84,-52.53
18.470,25.84,-52.52
18.475,25.84,-52.51
18.481,25.84,-52.50
18.486,25.84,-52.50
18.491,25.84,-52.49
18.496,25.84,-52.48
18.501,25.84,-52.47
18.506,25.84,-52.46
18.511,25.84,-52.46
18.516,25.84,-52.45
18.521,25.84,-52.44
18.526,25.84,-52.43
18.531,25.84,-52.43
18.536,25.84,-52.42
18.541,25.84,-52.41
18.546,25.84,-52.40
18.551,25.84,-52.39
18.556,25.84,-52.39
18.561,25.75,86.74
18.566,25.75,51.59
18.571,25.75,51.61
18.576,25.75,51.62
18.581,25.75,51.63
18.586,25.67,90.76
18.591,25.75,-83.50
18.596,25.75,51.67
18.600,25.75,51.68
18.606,25.75,51.70
18.610,25.75,51.71
18.615,25.75,51.72
18.621,25.84,-87.39
18.626,25.93,-91.34
18.631,26.02,-95.29
18.636,26.11,-99.26
18.641,26.19,-103.22
18.646,26.28,-107.19
18.651,26.37,-111.16
18.656,26.46,-115.14
18.661,26.55,-119.13
18.666,26.72,-162.23
18.671,26.72,-91.95
18.676,26.81,-131.10
18.681,26.90,-135.11
18.686,26.90,-99.99
18.691,26.99,-139.15
18.696,26.99,-104.04
18.701,27.07,-143.21
18.706,27.07,-108.11
18.711,27.16,-147.28
18.716,27.16,-112.18
18.721,27.16,-112.24
18.726,27.16,-112.29
18.731,27.25,-151.47
18.736,27.25,-116.38
18.741,27.25,-116.44
18.746,27.25,-116.50
18.751,27.25,-116.56
18.755,27.16,-77.50
18.760,27.16,-112.72
18.765,27.16,-112.78
18.771,27.16,-112.84
18.776,27.07,-73.78
18.781,27.07,-108.99
18.786,26.99,-69.92
18.791,26.99,-105.13
18.796,26.99,-105.18
18.801,26.90,-66.11
18.806,26.90,-101.32
18.811,26.81,-62.24
18.816,26.72,-58.32
18.821,26.72,-93.52
18.826,26.63,-54.44
18.831,26.63,-89.63
18.836,26.55,-50.54
18.841,26.46,53.39
18.846,26.46,-81.79
18.851,26.37,57.31
18.856,26.37,-77.87
18.861,26.28,61.23
18.866,26.19,65.18
18.871,26.19,-69.99
18.876,26.19,-70.00
18.880,26.11,69.11
18.886,26.11,-66.06
18.891,26.11,-66.06
18.896,26.02,73.05
18.901,26.02,-62.11
18.906,26.02,-62.11
18.911,26.02,-62.11
18.916,25.93,77.01
18.921,25.93,-58.15
18.926,25.93,-58.15
18.931,25.84,80.98
18.936,25.84,-54.17
18.941,25.84,-54.17
18.946,25.84,-54.16
18.951,25.75,84.97
18.956,25.75,-50.18
18.961,25.75,-50.17
18.966,25.75,-50.15
18.971,25.75,-50.14
18.976,25.75,-50.13
18.981,25.75,-50.12
18.986,25.75,-50.10
18.991,25.75,-50.09
18.996,25.75,-50.08
19.001,25.84,-89.19
19.006,25.75,85.10
19.011,25.75,-50.05
19.016,25.75,-50.04
19.021,25.75,-50.02
19.026,25.75,-50.01
19.031,25.75,50.00
19.036,25.75,50.01
19.041,25.75,50.03
19.046,25.84,-89.08
19.051,25.84,-53.91
19.056,25.84,-53.91
19.061,25.84,-53.90
19.066,25.84,-53.89
19.071,25.93,-93.00
19.076,25.93,-57.84
19.081,25.93,-57.84
19.086,26.02,-96.95
19.091,25.93,77.33
19.096,26.02,-96.95
19.101,26.02,-61.79
19.106,26.02,-61.79
19.111,26.02,-61.79
19.116,26.02,-61.79
19.121,26.11,-100.91
19.126,26.11,-65.76
19.131,26.11,-65.76
19.136,26.11,-65.77
19.141,26.11,-65.78
19.146,26.19,-104.90
19.151,26.19,-69.75
19.156,26.28,-108.88
19.161,26.28,-73.73
19.166,26.37,-112.87
19.171,26.46,-116.85
19.176,26.63,-159.95
19.181,26.72,-128.78
19.186,26.72,-93.66
19.191,26.90,-171.93
19.196,26.90,-101.66
19.201,26.99,-140.82
19.206,27.07,-144.83
19.211,27.16,-148.84
19.216,27.25,-152.86
19.221,27.25,-117.77
19.226,27.34,-156.95
19.231,27.42,-160.97
19.236,27.42,-125.89
19.241,27.42,-125.96
19.245,27.51,-165.15
19.251,27.51,-130.06
19.256,27.51,-130.14
19.261,27.51,-130.21
19.266,27.51,-130.29
19.271,27.51,-130.37
19.276,27.51,-130.44
19.281,27.51,-130.52
19.286,27.51,-130.59
19.291,27.51,-130.67
19.296,27.51,-130.74
19.301,27.42,-91.70
19.306,27.42,-126.93
19.311,27.42,-127.00
19.316,27.42,-127.07
19.321,27.34,-88.03
19.326,27.34,-123.25
19.331,27.25,-84.20
19.336,27.25,-119.42
19.341,27.16,-80.36
19.346,27.16,-115.58
19.351,27.07,-76.52
19.356,26.99,-72.61
19.361,26.90,-68.70
19.366,26.90,-103.91
19.371,26.81,-64.83
19.376,26.81,-100.03
19.381,26.72,-60.95
19.386,26.72,-96.15
19.391,26.63,-57.07
19.396,26.55,-53.14
19.401,26.55,-88.33
19.406,26.46,50.77
19.411,26.37,54.70
19.416,26.37,-80.47
19.421,26.28,58.63
19.426,26.19,62.57
19.431,26.19,-72.60
19.436,26.19,-72.61
19.441,26.19,-72.62
19.446,26.19,-72.63
19.450,26.11,66.48
19.456,26.11,-68.68
19.461,26.11,-68.69
19.466,26.02,70.43
19.471,26.02,-64.73
19.476,26.02,-64.73
19.481,26.02,-64.73
19.486,26.02,-64.74
19.491,26.02,-64.74
19.496,26.02,-64.74
19.501,25.93,74.38
19.506,26.02,-99.89
19.511,25.93,74.38
19.516,26.02,-99.89
19.521,26.02,-64.73
19.526,25.93,74.39
19.531,26.02,-99.89
19.536,26.02,-64.73
19.541,26.02,-64.73
19.546,26.02,-64.73
19.551,25.93,74.39
19.556,26.02,-99.89
19.561,25.93,74.39
19.566,26.02,-99.89
19.571,26.02,-64.73
19.576,26.02,-64.73
19.581,26.02,-64.73
19.586,26.11,-103.85
19.591,26.11,-68.70
19.596,26.11,-68.70
19.601,26.11,-68.71
19.606,26.11,-68.71
19.611,26.19,-107.84
19.616,26.19,-72.69
19.621,26.19,-72.70
19.626,26.11,66.41
19.631,26.11,-68.75
19.635,26.11,-68.76
19.641,26.11,-68.76
19.646,26.11,-68.77
19.651,26.11,-68.77
19.656,26.19,-107.90
19.661,26.19,-72.75
19.665,26.11,66.36
19.670,26.11,-68.80
19.676,26.11,-68.81
19.680,26.11,-68.81
19.686,26.11,-68.82
19.691,26.11,-68.83
19.696,26.11,-68.83
19.701,26.11,-68.84
19.706,26.11,-68.84
19.711,26.11,-68.85
19.716,26.11,-68.85
19.721,26.11,-68.86
19.726,26.11,-68.86
19.731,26.11,-68.87
19.736,26.11,-68.87
19.741,26.02,70.24
19.746,26.02,-64.92
19.751,26.02,-64.92
19.756,26.02,-64.92
19.761,26.02,-64.92
19.766,26.02,-64.92
19.771,26.02,-64.92
19.776,26.02,-64.93
19.781,26.02,-64.93
19.786,26.02,-64.93
19.791,26.02,-64.93
19.795,26.02,-64.93
19.800,26.02,-64.93
19.805,26.02,-64.93
19.810,26.02,-64.93
19.816,26.02,-64.93
19.821,26.02,-64.93
19.826,26.02,-64.93
19.831,26.02,-64.94
19.836,25.93,74.18
19.841,25.93,-60.97
19.846,25.93,-60.97
19.851,25.84,78.15
19.856,25.84,-57.00
19.861,25.75,82.13
19.865,25.75,-53.02
19.870,25.67,86.11
19.876,25.67,50.97
19.881,25.58,90.11
19.886,25.58,54.97
19.891,25.58,54.99
19.896,25.58,55.01
19.901,25.58,55.03
19.906,25.49,94.17
19.911,25.49,59.04
19.916,25.49,59.06
19.921,25.58,-80.03
19.925,25.58,55.15
19.930,25.58,55.17
19.936,25.58,55.19
19.941,25.58,55.21
19.946,25.58,55.23
19.951,25.67,-83.86
19.956,25.67,51.31
19.961,25.75,-87.79
19.967,25.75,-52.62
19.970,25.84,-91.73
19.976,25.84,-56.56
19.981,25.93,-95.67
19.985,25.93,-60.51
19.990,25.93,-60.50
19.996,26.02,-99.62
20.001,26.02,-64.46
