time,angle,pwm
11.808,25.93,-57.06
11.813,25.93,-57.06
11.818,25.93,-57.06
11.823,25.93,-57.05
11.828,25.93,-57.05
11.833,25.93,-57.05
11.838,25.93,-57.04
11.843,25.93,-57.04
11.848,25.93,-57.04
11.853,25.93,-57.03
11.858,25.93,-57.03
11.863,25.84,82.09
11.868,25.84,-53.06
11.873,25.84,-53.05
11.878,25.84,-53.04
11.883,25.84,-53.04
11.888,25.84,-53.03
11.893,25.84,-53.02
11.898,25.84,-53.01
11.903,25.84,-53.00
11.908,25.84,-53.00
11.913,25.84,-52.99
11.918,25.84,-52.98
11.923,25.84,-52.97
11.928,25.84,-52.96
11.933,25.84,-52.96
11.938,25.84,-52.95
11.943,25.84,-52.94
11.948,25.84,-52.93
11.953,25.84,-52.93
11.958,25.84,-52.92
11.963,25.84,-52.91
11.968,25.84,-52.90
11.973,25.84,-52.89
11.978,25.84,-52.89
11.983,25.84,-52.88
11.988,25.84,-52.87
11.993,25.84,-52.86
11.998,25.84,-52.85
12.003,25.84,-52.85
12.009,25.84,-52.84
12.014,25.84,-52.83
12.018,25.84,-52.82
12.023,25.84,-52.81
12.028,25.84,-52.81
12.033,25.75,86.32
12.038,25.75,51.17
12.043,25.75,51.19
12.048,25.75,51.20
12.053,25.75,51.21
12.058,25.75,51.22
12.063,25.84,-87.89
12.069,25.84,-52.72
12.074,25.93,-91.83
12.079,26.02,-95.79
12.083,26.02,-60.63
12.088,26.02,-60.63
12.093,26.02,-60.63
12.098,26.11,-99.75
12.103,26.11,-64.60
12.108,26.11,-64.60
12.113,26.19,-103.73
12.118,26.19,-68.58
12.124,26.19,-68.59
12.128,26.19,-68.59
12.133,26.19,-68.60
12.138,26.19,-68.61
12.144,26.19,-68.62
12.149,26.19,-68.63
12.154,26.28,-107.76
12.159,26.28,-72.62
12.163,26.28,-72.63
12.168,26.28,-72.65
12.174,26.28,-72.66
12.178,26.28,-72.67
12.183,26.28,-72.69
12.188,26.28,-72.70
12.193,26.28,-72.72
12.198,26.28,-72.73
12.203,26.28,-72.74
12.208,26.28,-72.76
12.213,26.28,-72.77
12.218,26.28,-72.79
12.223,26.28,-72.80
12.228,26.28,-72.81
12.233,26.28,-72.83
12.238,26.28,-72.84
12.243,26.19,66.26
12.248,26.28,-108.03
12.253,26.19,66.24
12.258,26.19,-68.93
12.263,26.19,-68.94
12.268,26.19,-68.95
12.273,26.19,-68.96
12.278,26.19,-68.97
12.283,26.19,-68.98
12.288,26.19,-68.99
12.293,26.19,-69.00
12.298,26.19,-69.01
12.303,26.19,-69.02
12.308,26.19,-69.03
12.313,26.19,-69.04
12.318,26.19,-69.05
12.323,26.19,-69.06
12.328,26.19,-69.07
12.333,26.19,-69.08
12.338,26.19,-69.09
12.343,26.19,-69.10
12.348,26.19,-69.11
12.353,26.11,70.00
12.358,26.11,-65.16
12.363,26.11,-65.17
12.368,26.11,-65.17
12.374,26.11,-65.18
12.378,26.11,-65.18
12.383,26.11,-65.19
12.388,26.11,-65.19
12.393,26.11,-65.20
12.398,26.11,-65.20
12.403,26.11,-65.21
12.408,26.11,-65.21
12.413,26.11,-65.22
12.418,26.11,-65.22
12.423,26.02,73.89
12.428,26.02,-61.27
12.433,26.02,-61.27
12.438,26.02,-61.27
12.443,26.02,-61.27
12.448,26.02,-61.27
12.453,26.02,-61.28
12.458,26.02,-61.28
12.463,26.02,-61.28
12.468,25.93,77.84
12.473,26.02,-96.43
12.478,26.02,-61.28
12.483,26.02,-61.28
12.488,25.93,77.84
12.493,25.93,-57.31
12.498,25.93,-57.31
12.503,25.93,-57.31
12.508,25.93,-57.30
12.513,25.93,-57.30
12.518,25.93,-57.30
12.523,25.93,-57.29
12.528,25.93,-57.29
12.533,25.93,-57.29
12.538,25.93,-57.28
12.543,25.93,-57.28
12.548,25.93,-57.28
12.553,25.93,-57.27
12.558,25.93,-57.27
12.563,25.93,-57.27
12.568,25.93,-57.26
12.573,25.84,81.86
12.578,25.84,-53.29
12.583,25.84,-53.28
12.588,25.84,-53.27
12.593,25.84,-53.27
12.598,25.84,-53.26
12.603,25.84,-53.25
12.608,25.84,-53.24
12.613,25.84,-53.24
12.618,25.84,-53.23
12.623,25.84,-53.22
12.628,25.84,-53.21
12.633,25.84,-53.20
12.638,25.84,-53.20
12.643,25.84,-53.19
12.648,25.84,-53.18
12.653,25.84,-53.17
12.658,25.84,-53.16
12.663,25.84,-53.16
12.668,25.75,85.97
12.673,25.75,50.82
12.678,25.75,50.84
12.683,25.75,50.85
12.688,25.75,50.86
12.693,25.75,50.87
12.698,25.75,50.88
12.703,25.84,-88.22
12.708,25.84,-53.06
12.713,25.84,-53.05
12.718,25.84,-53.04
12.723,25.84,-53.03
12.728,25.84,-53.02
12.733,25.93,-92.14
12.738,25.93,-56.97
12.743,25.93,-56.97
12.748,25.93,-56.97
12.753,25.93,-56.96
12.758,25.93,-56.96
12.763,25.93,-56.95
12.768,25.93,-56.95
12.773,25.93,-56.95
12.779,25.93,-56.94
12.783,25.93,-56.94
12.788,25.93,-56.94
12.793,25.93,-56.93
12.798,25.93,-56.93
12.803,25.93,-56.93
12.808,25.93,-56.92
12.813,25.93,-56.92
12.818,25.93,-56.92
12.823,26.02,-96.03
12.829,26.02,-60.87
12.833,26.02,-60.87
12.838,26.02,-60.88
12.843,26.02,-60.88
12.848,26.02,-60.88
12.853,26.02,-60.88
12.858,25.93,78.24
12.863,25.93,-56.92
12.868,25.93,-56.91
12.873,25.93,-56.91
12.878,25.93,-56.91
12.883,25.93,-56.90
12.888,25.93,-56.90
12.893,25.93,-56.90
12.898,25.93,-56.89
12.903,25.93,-56.89
12.908,25.93,-56.88
12.912,25.93,-56.88
12.918,25.93,-56.88
12.923,25.93,-56.87
12.928,25.93,-56.87
12.933,25.93,-56.87
12.938,25.93,-56.86
12.943,25.93,-56.86
12.948,25.93,-56.86
12.953,25.84,82.27
12.958,25.84,-52.89
12.963,25.84,-52.88
12.968,25.84,-52.87
12.973,25.84,-52.86
12.978,25.84,-52.85
12.983,25.84,-52.85
12.988,25.84,-52.84
12.993,25.84,-52.83
12.998,25.84,-52.82
13.003,25.84,-52.82
13.008,25.84,-52.81
13.013,25.84,-52.80
13.018,25.84,-52.79
13.023,25.84,-52.78
13.028,25.84,-52.78
13.033,25.84,-52.77
13.038,25.75,86.36
13.043,25.75,51.21
13.048,25.75,51.22
13.053,25.75,51.24
13.058,25.67,90.37
13.063,25.67,55.23
13.068,25.67,55.24
13.073,25.75,-83.86
13.078,25.75,51.31
13.083,25.75,51.32
13.088,25.75,51.34
13.093,25.75,51.35
13.098,25.75,51.36
13.103,25.75,51.37
13.108,25.84,-87.74
13.113,25.84,-52.57
13.118,25.93,-91.68
13.123,25.93,-56.52
13.128,25.93,-56.51
13.133,26.02,-95.63
13.138,26.02,-60.47
13.143,26.11,-99.59
13.148,26.11,-64.44
13.153,26.11,-64.44
13.158,26.11,-64.45
13.163,26.11,-64.45
13.168,26.11,-64.46
13.173,26.11,-64.46
13.178,26.11,-64.47
13.183,26.11,-64.47
13.188,26.11,-64.48
13.193,26.11,-64.48
13.198,26.11,-64.49
13.203,26.11,-64.49
13.208,26.11,-64.50
13.213,26.11,-64.50
13.218,26.11,-64.51
13.223,26.11,-64.52
13.228,26.11,-64.52
13.233,26.11,-64.53
13.238,26.11,-64.53
13.243,26.11,-64.54
13.248,26.11,-64.54
13.253,26.11,-64.55
13.258,26.11,-64.55
13.263,26.11,-64.56
13.268,26.11,-64.56
13.273,26.11,-64.57
13.278,26.02,74.55
13.283,26.02,-60.61
13.288,25.93,78.50
13.293,25.93,-56.65
13.298,25.84,82.47
13.303,25.84,-52.68
13.308,25.75,86.45
13.313,25.75,51.30
13.318,25.67,90.43
13.323,25.67,55.29
13.328,25.58,94.42
13.333,25.58,59.29
13.338,25.58,59.31
13.343,25.58,59.33
13.348,25.49,98.47
13.353,25.49,63.33
13.358,25.49,63.36
13.363,25.49,63.38
13.368,25.49,63.41
13.373,25.58,-75.68
13.378,25.58,59.50
13.383,25.58,59.52
13.388,25.58,59.54
13.393,25.58,59.56
13.398,25.67,-79.54
13.403,25.75,-83.48
13.408,25.75,51.69
13.413,25.84,-87.42
13.418,25.84,-52.25
13.423,25.93,-91.36
13.428,25.93,-56.20
13.433,25.93,-56.19
13.438,26.02,-95.31
13.443,26.02,-60.15
13.448,26.02,-60.15
13.453,26.02,-60.15
13.458,26.11,-99.27
13.463,26.11,-64.12
13.468,26.11,-64.13
13.473,26.11,-64.13
13.478,26.19,-103.26
13.483,26.19,-68.11
13.488,26.19,-68.12
13.493,26.19,-68.13
13.498,26.19,-68.13
13.503,26.19,-68.14
13.508,26.19,-68.15
13.513,26.19,-68.16
13.518,26.19,-68.17
13.523,26.11,70.94
13.528,26.11,-64.23
13.533,26.02,74.89
13.538,26.02,-60.28
13.543,25.93,78.84
13.548,25.93,-56.31
13.553,25.93,-56.31
13.558,25.84,82.81
13.563,25.84,-52.34
13.568,25.84,-52.33
13.573,25.75,86.80
13.578,25.75,51.65
13.583,25.75,51.66
13.588,25.67,90.79
13.593,25.75,-83.47
13.598,25.75,51.70
13.603,25.75,51.72
13.608,25.75,51.73
13.613,25.75,51.74
13.618,25.75,51.75
13.623,25.75,51.76
13.628,25.75,51.78
13.633,25.84,-87.33
13.641,25.84,-52.16
13.643,25.84,-52.15
13.649,25.84,-52.15
13.652,25.93,-91.26
13.659,25.93,-56.10
13.664,25.93,-56.09
13.669,26.02,-95.21
13.675,26.02,-60.05
13.679,26.02,-60.05
13.684,26.02,-60.05
13.689,26.02,-60.05
13.694,26.02,-60.05
13.699,26.02,-60.05
13.705,26.02,-60.05
13.709,26.02,-60.06
13.714,26.02,-60.06
13.719,26.02,-60.06
13.724,26.02,-60.06
13.729,26.02,-60.06
13.734,25.93,79.06
13.739,25.93,-56.10
13.744,25.93,-56.09
13.749,25.84,83.03
13.754,25.84,-52.12
13.759,25.84,-52.11
13.764,25.84,-52.11
13.769,25.75,87.02
13.774,25.75,51.87
13.779,25.67,91.01
13.784,25.75,-83.26
13.789,25.75,51.91
13.794,25.75,51.93
13.799,25.75,51.94
13.804,25.75,51.95
13.809,25.75,51.96
13.814,25.75,51.98
13.819,25.75,51.99
13.824,25.75,52.00
13.829,25.84,-87.11
13.834,25.84,-51.94
13.839,25.84,-51.93
13.844,25.93,-91.04
13.849,25.93,-55.88
13.854,26.02,-95.00
13.859,26.02,-59.84
13.864,26.02,-59.84
13.869,26.02,-59.84
13.874,26.02,-59.84
13.879,26.02,-59.84
13.884,26.02,-59.84
13.889,26.02,-59.84
13.894,26.02,-59.84
13.899,26.02,-59.84
13.904,26.02,-59.85
13.909,26.02,-59.85
13.914,26.02,-59.85
13.919,25.93,79.27
13.924,25.93,-55.89
13.929,25.93,-55.88
13.934,25.84,83.24
13.939,25.84,-51.91
13.944,25.84,-51.90
13.949,25.84,-51.89
13.954,25.75,87.23
13.959,25.75,52.09
13.964,25.75,52.10
13.969,25.75,52.11
13.974,25.75,52.12
13.979,25.75,52.13
13.984,25.75,52.15
13.989,25.75,52.16
13.994,25.75,52.17
13.999,25.75,52.18
14.004,25.75,52.20
14.009,25.84,-86.91
14.014,25.84,-51.74
14.019,25.84,-51.74
14.024,25.93,-90.85
14.029,25.93,-55.68
14.034,25.93,-55.68
14.039,25.93,-55.68
14.044,25.93,-55.67
14.049,26.02,-94.79
14.054,26.02,-59.63
14.059,26.02,-59.63
14.064,25.93,79.49
14.069,26.02,-94.79
14.074,26.02,-59.63
14.079,25.93,79.49
14.084,25.93,-55.67
14.089,25.93,-55.66
14.094,25.93,-55.66
14.099,25.84,83.46
14.104,25.84,-51.69
14.109,25.84,-51.68
14.114,25.75,87.45
14.119,25.75,52.30
14.124,25.67,91.43
14.129,25.58,95.41
14.134,25.58,60.27
14.139,25.58,60.29
14.144,25.58,60.31
14.149,25.49,99.45
14.154,25.49,64.32
14.159,25.49,64.34
14.164,25.49,64.37
14.169,25.49,64.39
14.174,25.49,64.42
14.179,25.49,64.44
14.184,25.49,64.47
14.189,25.49,64.49
14.194,25.49,64.52
14.199,25.40,103.66
14.204,25.40,68.53
14.209,25.49,-70.56
14.214,25.49,64.63
14.219,25.49,64.66
14.224,25.49,64.68
14.229,25.49,64.71
14.234,25.49,64.73
14.239,25.49,64.76
14.244,25.49,64.78
14.249,25.49,64.81
14.254,25.58,-74.29
14.259,25.58,60.89
14.264,25.58,60.92
14.269,25.58,60.94
14.274,25.58,60.96
14.279,25.58,60.98
14.284,25.58,61.00
14.289,25.58,61.02
14.294,25.67,-78.08
14.299,25.67,57.10
14.304,25.67,57.12
14.309,25.67,57.13
14.314,25.67,57.15
14.319,25.75,-81.95
14.324,25.75,53.22
14.329,25.75,53.23
14.334,25.75,53.24
14.339,25.75,53.25
14.344,25.84,-85.85
14.349,25.84,-50.68
14.354,25.84,-50.68
14.359,25.84,-50.67
14.363,25.84,-50.66
14.368,25.84,-50.65
14.372,25.84,-50.65
14.379,25.84,-50.64
14.384,25.84,-50.63
14.389,25.84,-50.62
14.394,25.75,88.51
14.399,25.75,53.36
14.404,25.75,53.37
14.409,25.67,92.50
14.414,25.67,57.36
14.419,25.67,57.38
14.424,25.67,57.39
14.429,25.67,57.41
14.434,25.67,57.43
14.439,25.67,57.44
14.444,25.67,57.46
14.449,25.67,57.48
14.454,25.67,57.49
14.459,25.67,57.51
14.464,25.67,57.53
14.469,25.67,57.54
14.474,25.67,57.56
14.479,25.67,57.58
14.484,25.67,57.59
14.489,25.67,57.61
14.494,25.75,-81.49
14.499,25.75,53.68
14.504,25.75,53.69
14.509,25.75,53.70
14.514,25.75,53.71
14.519,25.75,53.73
14.524,25.75,53.74
14.529,25.75,53.75
14.534,25.84,-85.36
14.539,25.84,-50.19
14.544,25.84,-50.18
14.549,25.84,-50.17
14.554,25.84,-50.16
14.559,25.84,-50.16
14.564,25.84,-50.15
14.569,25.84,-50.14
14.574,25.84,-50.13
14.579,25.84,-50.13
14.584,25.84,-50.12
14.589,25.84,-50.11
14.594,25.75,89.02
14.599,25.75,53.87
14.604,25.75,53.88
14.609,25.75,53.90
14.614,25.67,93.03
14.619,25.67,57.88
14.624,25.58,97.02
14.629,25.67,-77.24
14.634,25.67,57.94
14.639,25.67,57.96
14.644,25.67,57.97
14.649,25.67,57.99
14.654,25.67,58.01
14.659,25.67,58.02
14.664,25.67,58.04
14.669,25.67,58.06
14.674,25.67,58.07
14.679,25.67,58.09
14.684,25.67,58.11
14.689,25.75,-81.00
14.694,25.75,54.17
14.699,25.75,54.19
14.704,25.75,54.20
14.709,25.75,54.21
14.714,25.84,-84.90
14.719,25.84,50.27
14.724,25.84,50.28
14.729,25.84,50.29
14.734,25.84,50.29
14.739,25.84,50.30
14.744,25.84,50.31
14.749,25.93,-88.80
14.754,25.93,-53.64
14.759,25.93,-53.63
14.764,25.93,-53.63
14.769,25.93,-53.63
14.774,25.93,-53.62
14.779,25.93,-53.62
14.784,25.93,-53.62
14.789,25.84,85.51
14.794,25.84,50.35
14.799,25.84,50.36
14.804,25.84,50.37
14.809,25.84,50.38
14.814,25.84,50.39
14.819,25.75,89.51
14.824,25.84,-84.75
14.829,25.84,50.41
14.833,25.84,50.42
14.837,25.84,50.43
14.844,25.84,50.44
14.848,25.84,50.44
14.853,25.84,50.45
14.858,25.84,50.46
14.863,25.84,50.47
14.868,25.84,50.48
14.873,25.84,50.48
14.878,25.84,50.49
14.883,25.84,50.50
14.888,25.93,-88.61
14.893,25.93,-53.45
14.898,25.93,-53.45
14.903,25.93,-53.44
14.908,25.93,-53.44
14.913,26.02,-92.55
14.918,25.93,81.72
14.923,25.93,-53.43
14.928,25.93,-53.43
14.933,25.93,-53.43
14.938,25.93,-53.42
14.943,25.93,-53.42
14.948,25.93,-53.41
14.953,25.93,-53.41
14.958,25.93,-53.41
14.963,25.84,85.72
14.968,25.84,50.56
14.973,25.84,50.57
14.978,25.84,50.58
14.983,25.84,50.59
14.988,25.84,50.59
14.993,25.84,50.60
14.998,25.75,89.73
15.003,25.75,54.58
15.008,25.75,54.60
15.013,25.84,-84.51
15.018,25.84,50.66
15.023,25.84,50.66
15.028,25.84,50.67
15.033,25.84,50.68
15.038,25.84,50.69
15.043,25.84,50.69
15.048,25.84,50.70
15.053,25.84,50.71
15.058,25.93,-88.40
15.063,25.93,-53.24
15.068,25.93,-53.23
15.073,25.93,-53.23
15.078,26.02,-92.35
15.083,26.02,-57.19
15.088,26.02,-57.19
15.093,26.02,-57.19
15.098,26.02,-57.19
15.103,26.02,-57.19
15.108,26.02,-57.19
15.113,25.93,81.93
15.118,25.93,-53.23
15.123,25.93,-53.23
15.128,25.93,-53.22
15.133,25.93,-53.22
15.138,25.93,-53.22
15.143,25.93,-53.21
15.148,25.93,-53.21
15.153,25.93,-53.21
15.158,25.93,-53.20
15.163,25.93,-53.20
15.168,25.93,-53.20
15.173,25.84,85.93
15.178,25.84,50.78
15.183,25.84,50.78
15.188,25.84,50.79
15.193,25.84,50.80
15.198,25.75,89.93
15.203,25.75,54.78
15.208,25.84,-84.33
15.213,25.75,89.96
15.218,25.84,-84.31
15.223,25.84,50.86
15.228,25.84,50.87
15.233,25.84,50.88
15.238,25.84,50.88
15.243,25.84,50.89
15.248,25.84,50.90
15.253,25.93,-88.21
15.258,25.93,-53.05
15.263,25.93,-53.05
15.268,26.02,-92.16
15.273,26.02,-57.00
15.278,26.02,-57.00
15.283,26.11,-96.13
15.288,26.02,78.15
15.293,26.02,-57.01
15.298,26.02,-57.01
15.303,26.11,-96.13
15.308,26.02,78.14
15.313,26.11,-96.14
15.318,26.02,78.13
15.323,26.02,-57.03
15.328,26.02,-57.03
15.333,26.02,-57.03
15.338,26.02,-57.03
15.343,26.02,-57.03
15.348,26.02,-57.03
15.353,26.02,-57.03
15.358,26.02,-57.03
15.363,26.02,-57.03
15.368,26.02,-57.03
15.373,26.02,-57.04
15.378,26.02,-57.04
15.383,26.02,-57.04
15.388,25.93,82.08
15.393,25.93,-53.07
15.398,25.93,-53.07
15.403,25.93,-53.07
15.408,25.93,-53.06
15.413,25.93,-53.06
15.418,25.93,-53.06
15.423,25.93,-53.05
15.428,25.93,-53.05
15.433,25.84,86.07
15.438,25.84,50.92
15.443,25.84,50.93
15.448,25.84,50.94
15.453,25.84,50.94
15.458,25.84,50.95
15.463,25.84,50.96
15.468,25.84,50.97
15.473,25.84,50.98
15.478,25.93,-88.14
15.483,25.93,-52.97
15.488,25.93,-52.97
15.493,25.93,-52.97
15.498,25.93,-52.96
15.503,26.02,-92.08
15.508,26.02,-56.92
15.513,26.02,-56.92
15.518,26.02,-56.92
15.523,26.02,-56.92
15.528,26.02,-56.92
15.533,26.02,-56.92
15.538,26.02,-56.92
15.543,26.02,-56.93
15.548,26.02,-56.93
15.553,26.02,-56.93
15.558,26.02,-56.93
15.563,26.02,-56.93
15.568,26.02,-56.93
15.573,25.93,82.19
15.578,25.93,-52.97
15.583,25.93,-52.96
15.588,25.93,-52.96
15.593,25.93,-52.96
15.598,25.93,-52.95
15.603,25.93,-52.95
15.608,25.93,-52.95
15.613,25.93,-52.94
15.618,25.93,-52.94
15.623,25.93,-52.94
15.628,25.93,-52.93
15.633,25.93,-52.93
15.638,25.93,-52.93
15.643,25.93,-52.92
15.648,25.84,86.20
15.653,25.84,51.05
15.658,25.84,51.06
15.663,25.84,51.06
15.668,25.84,51.07
15.673,25.84,51.08
15.678,25.84,51.09
15.683,25.84,51.10
15.688,25.84,51.10
15.693,25.93,-88.01
15.698,25.93,-52.85
15.703,25.93,-52.84
15.708,25.93,-52.84
15.713,25.93,-52.83
15.718,26.02,-91.95
15.724,26.02,-56.79
15.727,26.02,-56.79
15.733,26.02,-56.79
15.738,26.02,-56.79
15.743,26.11,-95.92
15.748,26.11,-60.76
15.754,26.11,-60.77
15.758,26.11,-60.77
15.763,26.11,-60.78
15.769,26.11,-60.78
15.774,26.11,-60.79
15.779,26.11,-60.79
15.784,26.11,-60.80
15.788,26.11,-60.80
15.793,26.11,-60.81
15.798,26.11,-60.81
15.804,26.11,-60.82
15.809,26.11,-60.82
15.813,26.02,78.29
15.819,26.02,-56.87
15.823,26.02,-56.87
15.829,26.02,-56.87
15.833,26.02,-56.87
15.838,26.02,-56.87
15.844,25.93,82.24
15.849,25.93,-52.91
15.853,25.93,-52.91
15.858,25.93,-52.91
15.863,25.93,-52.90
15.869,25.93,-52.90
15.873,25.93,-52.89
15.878,25.93,-52.89
15.883,25.93,-52.89
15.888,25.93,-52.88
15.893,25.93,-52.88
15.899,25.93,-52.88
15.904,25.93,-52.87
15.909,25.93,-52.87
15.913,25.93,-52.87
15.918,25.84,86.26
15.923,25.84,51.10
15.928,25.84,51.11
15.933,25.84,51.12
15.938,25.84,51.13
15.943,25.84,51.14
15.948,25.84,51.14
15.953,25.84,51.15
15.958,25.93,-87.96
15.963,25.93,-52.80
15.968,25.93,-52.79
15.973,25.93,-52.79
15.978,25.93,-52.79
15.983,26.02,-91.90
15.989,26.02,-56.74
15.993,26.02,-56.74
15.998,26.02,-56.75
16.003,26.02,-56.75
16.008,26.02,-56.75
16.013,26.11,-95.87
16.018,26.11,-60.71
16.024,26.11,-60.72
16.028,26.11,-60.72
16.033,26.11,-60.73
16.038,26.11,-60.74
16.043,26.11,-60.74
16.048,26.11,-60.75
16.053,26.11,-60.75
16.058,26.11,-60.76
16.063,26.11,-60.76
16.068,26.11,-60.77
16.073,26.11,-60.77
16.078,26.11,-60.78
16.083,26.11,-60.78
16.089,26.11,-60.79
16.094,26.11,-60.79
16.098,26.11,-60.80
16.103,26.02,78.32
16.109,26.02,-56.85
16.113,26.02,-56.85
16.118,26.02,-56.85
16.124,26.02,-56.85
16.128,26.02,-56.85
16.133,26.02,-56.85
16.138,25.93,82.27
16.144,25.93,-52.89
16.149,25.93,-52.88
16.153,25.93,-52.88
16.158,25.93,-52.88
16.163,25.93,-52.87
16.168,25.93,-52.87
16.173,25.93,-52.87
16.178,25.93,-52.86
16.184,25.93,-52.86
16.188,25.93,-52.86
16.193,25.93,-52.85
16.198,25.93,-52.85
16.203,25.93,-52.85
16.208,25.93,-52.84
16.213,25.84,86.28
16.218,25.84,51.13
16.223,25.84,51.14
16.228,25.84,51.14
16.233,25.84,51.15
16.238,25.84,51.16
16.243,25.84,51.17
16.248,25.84,51.18
16.253,25.93,-87.94
16.258,25.93,-52.77
16.263,25.93,-52.77
16.268,25.93,-52.77
16.274,26.02,-91.88
16.278,26.02,-56.72
16.283,26.02,-56.72
16.288,26.11,-95.84
16.293,26.02,78.43
16.298,26.11,-95.85
16.303,26.11,-60.70
16.309,26.11,-60.70
16.314,26.11,-60.71
16.318,26.11,-60.71
16.323,26.11,-60.72
16.328,26.11,-60.72
16.333,26.11,-60.73
16.338,26.11,-60.73
16.343,26.11,-60.74
16.349,26.11,-60.74
16.353,26.11,-60.75
16.358,26.11,-60.75
16.363,26.11,-60.76
16.368,26.11,-60.77
16.373,26.11,-60.77
16.378,26.11,-60.78
16.383,26.11,-60.78
16.388,26.11,-60.79
16.393,26.11,-60.79
16.398,26.11,-60.80
16.403,26.11,-60.80
16.408,26.11,-60.81
16.413,26.02,78.31
16.418,26.02,-56.85
16.423,26.02,-56.85
16.428,26.02,-56.86
16.434,26.02,-56.86
16.438,26.02,-56.86
16.444,26.02,-56.86
16.448,26.02,-56.86
16.453,25.93,82.26
16.458,25.93,-52.90
16.463,25.93,-52.89
16.468,25.93,-52.89
16.473,25.93,-52.89
16.478,25.93,-52.88
16.483,25.84,86.24
16.488,25.84,51.09
16.493,25.84,51.10
16.498,25.84,51.10
16.503,25.84,51.11
16.508,25.84,51.12
16.513,25.93,-87.99
16.518,25.93,-52.83
16.523,25.93,-52.83
16.528,25.93,-52.82
16.533,26.02,-91.94
16.538,26.02,-56.78
16.543,26.02,-56.78
16.548,26.02,-56.78
16.553,26.02,-56.78
16.558,26.02,-56.78
16.563,26.02,-56.78
16.568,26.02,-56.78
16.573,26.02,-56.79
16.578,26.02,-56.79
16.583,26.02,-56.79
16.588,26.11,-95.91
16.593,26.11,-60.75
16.598,26.11,-60.76
16.603,26.02,78.36
16.608,26.02,-56.81
16.613,26.02,-56.81
16.618,26.02,-56.81
16.623,26.02,-56.81
16.628,26.02,-56.81
16.633,26.02,-56.81
16.639,26.02,-56.81
16.643,26.02,-56.81
16.649,26.02,-56.81
16.653,26.02,-56.81
16.658,26.02,-56.81
16.663,26.02,-56.82
16.668,26.02,-56.82
16.673,26.02,-56.82
16.678,25.93,82.30
16.683,25.93,-52.85
16.688,25.93,-52.85
16.693,25.93,-52.85
16.698,25.93,-52.84
16.703,25.93,-52.84
16.708,25.93,-52.84
16.713,25.93,-52.83
16.718,25.93,-52.83
16.723,25.93,-52.83
16.728,25.93,-52.82
16.733,25.93,-52.82
16.738,25.93,-52.82
16.743,25.84,86.31
16.748,25.84,51.15
16.753,25.84,51.16
16.758,25.84,51.17
16.763,25.84,51.18
16.768,25.84,51.19
16.774,25.93,-87.93
16.778,25.93,-52.76
16.783,25.93,-52.76
16.788,25.93,-52.76
16.793,26.02,-91.87
16.798,26.02,-56.71
16.803,26.02,-56.71
16.808,26.02,-56.71
16.814,26.02,-56.72
16.818,26.11,-95.84
16.823,26.11,-60.68
16.828,26.11,-60.69
16.833,26.11,-60.69
16.838,26.11,-60.70
16.844,26.11,-60.70
16.848,26.11,-60.71
16.854,26.11,-60.71
16.858,26.11,-60.72
16.863,26.11,-60.72
16.868,26.11,-60.73
16.873,26.11,-60.73
16.878,26.11,-60.74
16.883,26.11,-60.75
16.888,26.11,-60.75
16.893,26.11,-60.76
16.898,26.11,-60.76
16.903,26.11,-60.77
16.908,26.11,-60.77
16.913,26.11,-60.78
16.918,26.11,-60.78
16.923,26.02,78.33
16.928,26.02,-56.83
16.933,26.02,-56.83
16.939,26.02,-56.83
16.943,26.02,-56.83
16.948,26.02,-56.83
16.953,26.02,-56.83
16.958,26.02,-56.83
16.963,26.02,-56.84
16.968,26.02,-56.84
16.973,26.02,-56.84
16.978,26.02,-56.84
16.983,26.02,-56.84
16.988,26.02,-56.84
16.993,26.02,-56.84
16.998,25.93,82.28
17.003,25.93,-52.88
17.008,25.93,-52.88
17.013,25.93,-52.87
17.018,25.93,-52.87
17.023,25.93,-52.86
17.028,25.93,-52.86
17.033,25.93,-52.86
17.038,25.84,86.27
17.043,25.84,51.11
17.048,25.84,51.12
17.053,25.84,51.13
17.058,25.84,51.14
17.063,25.93,-87.97
17.068,25.93,-52.81
17.073,25.93,-52.81
17.078,25.93,-52.80
17.083,26.02,-91.92
17.088,26.02,-56.76
17.094,26.02,-56.76
17.098,26.02,-56.76
17.103,26.02,-56.76
17.108,26.02,-56.77
17.113,26.02,-56.77
17.118,26.11,-95.89
17.123,26.11,-60.73
17.128,26.11,-60.74
17.133,26.11,-60.74
17.138,26.11,-60.75
17.143,26.11,-60.75
17.148,26.11,-60.76
17.153,26.11,-60.76
17.158,26.11,-60.77
17.163,26.11,-60.78
17.168,26.11,-60.78
17.173,26.02,78.33
17.178,26.11,-95.95
17.183,26.11,-60.79
17.188,26.11,-60.80
17.193,26.11,-60.80
17.198,26.02,78.31
17.203,26.11,-95.97
17.208,26.02,78.31
17.213,26.02,-56.86
17.218,26.02,-56.86
17.223,26.02,-56.86
17.228,26.02,-56.86
17.233,26.02,-56.86
17.238,26.02,-56.86
17.243,26.02,-56.86
17.248,26.02,-56.86
17.253,26.11,-95.98
17.258,26.02,78.29
17.263,26.02,-56.87
17.268,26.02,-56.87
17.273,26.02,-56.87
17.278,26.02,-56.87
17.283,26.02,-56.87
17.288,26.02,-56.87
17.293,26.02,-56.87
17.298,26.02,-56.88
17.303,26.02,-56.88
17.308,26.02,-56.88
