time,angle,pwm
6.393,26.28,-60.85
6.398,26.28,-60.86
6.403,26.28,-60.88
6.408,26.28,-60.89
6.413,26.28,-60.91
6.418,26.28,-60.92
6.423,26.19,78.18
6.428,26.19,-56.98
6.433,26.19,-56.99
6.438,26.19,-57.00
6.443,26.19,-57.01
6.448,26.19,-57.02
6.453,26.19,-57.03
6.458,26.19,-57.04
6.463,26.19,-57.05
6.468,26.19,-57.06
6.473,26.19,-57.07
6.478,26.19,-57.08
6.483,26.19,-57.09
6.488,26.19,-57.10
6.493,26.19,-57.11
6.498,26.19,-57.12
6.503,26.11,81.99
6.508,26.11,-53.18
6.513,26.11,-53.18
6.518,26.11,-53.19
6.523,26.11,-53.19
6.528,26.11,-53.20
6.533,26.11,-53.20
6.538,26.11,-53.21
6.543,26.11,-53.21
6.548,26.11,-53.22
6.553,26.11,-53.22
6.558,26.11,-53.23
6.564,26.11,-53.23
6.568,26.11,-53.24
6.573,26.11,-53.24
6.578,26.11,-53.25
6.583,26.11,-53.26
6.588,26.11,-53.26
6.593,26.11,-53.27
6.598,26.11,-53.27
6.603,26.11,-53.28
6.608,26.02,85.84
6.613,26.11,-88.44
6.618,26.11,-53.29
6.623,26.11,-53.29
6.628,26.11,-53.30
6.633,26.11,-53.30
6.638,26.11,-53.31
6.643,26.11,-53.31
6.649,26.11,-53.32
6.653,26.11,-53.33
6.658,26.11,-53.33
6.663,26.11,-53.34
6.668,26.11,-53.34
6.673,26.11,-53.35
6.678,26.11,-53.35
6.683,26.11,-53.36
6.688,26.11,-53.36
6.693,26.11,-53.37
6.698,26.11,-53.37
6.703,26.11,-53.38
6.708,26.11,-53.38
6.713,26.11,-53.39
6.718,26.11,-53.39
6.723,26.11,-53.40
6.728,26.11,-53.41
6.734,26.11,-53.41
6.738,26.11,-53.42
6.743,26.11,-53.42
6.748,26.11,-53.43
6.753,26.11,-53.43
6.758,26.11,-53.44
6.763,26.11,-53.44
6.768,26.11,-53.45
6.774,26.11,-53.45
6.778,26.11,-53.46
6.783,26.11,-53.46
6.788,26.11,-53.47
6.793,26.11,-53.47
6.798,26.11,-53.48
6.803,26.11,-53.49
6.808,26.11,-53.49
6.813,26.11,-53.50
6.818,26.11,-53.50
6.823,26.11,-53.51
6.829,26.11,-53.51
6.833,26.11,-53.52
6.838,26.11,-53.52
6.843,26.11,-53.53
6.848,26.11,-53.53
6.853,26.11,-53.54
6.858,26.11,-53.54
6.863,26.11,-53.55
6.868,26.11,-53.55
6.873,26.11,-53.56
6.878,26.11,-53.56
6.883,26.11,-53.57
6.888,26.11,-53.58
6.893,26.11,-53.58
6.898,26.11,-53.59
6.903,26.11,-53.59
6.908,26.11,-53.60
6.913,26.11,-53.60
6.918,26.11,-53.61
6.923,26.11,-53.61
6.928,26.11,-53.62
6.933,26.11,-53.62
6.938,26.11,-53.63
6.943,26.11,-53.63
6.948,26.11,-53.64
6.953,26.11,-53.64
6.958,26.11,-53.65
6.963,26.02,85.46
6.968,26.02,50.30
6.973,26.02,50.30
6.978,26.02,50.30
6.983,26.02,50.30
6.988,26.02,50.30
6.993,26.11,-88.82
6.998,26.11,-53.67
7.003,26.11,-53.67
7.009,26.19,-92.80
7.013,26.19,-57.65
7.018,26.19,-57.66
7.023,26.19,-57.67
7.028,26.28,-96.80
7.033,26.28,-61.65
7.038,26.28,-61.66
7.043,26.28,-61.68
7.048,26.28,-61.69
7.053,26.28,-61.71
7.058,26.28,-61.72
7.063,26.28,-61.73
7.068,26.37,-100.87
7.073,26.37,-65.73
7.078,26.37,-65.74
7.083,26.37,-65.76
7.088,26.37,-65.78
7.093,26.37,-65.80
7.098,26.37,-65.82
7.103,26.37,-65.84
7.108,26.37,-65.86
7.113,26.37,-65.87
7.118,26.37,-65.89
7.123,26.37,-65.91
7.128,26.37,-65.93
7.133,26.37,-65.95
7.138,26.37,-65.97
7.143,26.37,-65.99
7.148,26.37,-66.00
7.153,26.37,-66.02
7.158,26.37,-66.04
7.163,26.28,73.06
7.168,26.28,-62.11
7.173,26.28,-62.13
7.178,26.28,-62.14
7.183,26.28,-62.16
7.188,26.28,-62.17
7.193,26.28,-62.18
7.198,26.28,-62.20
7.204,26.28,-62.21
7.209,26.28,-62.23
7.214,26.28,-62.24
7.219,26.28,-62.25
7.224,26.28,-62.27
7.229,26.19,76.84
7.234,26.19,-58.33
7.239,26.19,-58.34
7.244,26.19,-58.35
7.249,26.19,-58.36
7.254,26.19,-58.37
7.259,26.19,-58.38
7.264,26.19,-58.39
7.269,26.19,-58.40
7.274,26.19,-58.41
7.279,26.19,-58.42
7.284,26.19,-58.43
7.289,26.19,-58.44
7.294,26.19,-58.45
7.299,26.19,-58.46
7.304,26.19,-58.47
7.309,26.19,-58.48
7.314,26.19,-58.49
7.319,26.19,-58.50
7.324,26.19,-58.51
7.329,26.19,-58.52
7.334,26.19,-58.53
7.339,26.19,-58.54
7.344,26.28,-97.67
7.349,26.19,76.60
7.354,26.19,-58.57
7.359,26.19,-58.58
7.364,26.19,-58.59
7.369,26.28,-97.72
7.374,26.19,76.55
7.379,26.28,-97.74
7.384,26.19,76.52
7.389,26.28,-97.77
7.393,26.28,-62.62
7.398,26.28,-62.64
7.403,26.28,-62.65
7.408,26.37,-101.78
7.413,26.37,-66.64
7.418,26.37,-66.66
7.423,26.46,-105.80
7.428,26.37,68.46
7.433,26.46,-105.84
7.438,26.46,-70.70
7.443,26.46,-70.73
7.448,26.46,-70.75
7.453,26.46,-70.77
7.458,26.55,-109.91
7.463,26.55,-74.78
7.468,26.55,-74.81
7.473,26.55,-74.84
7.478,26.55,-74.86
7.483,26.55,-74.89
7.488,26.55,-74.92
7.493,26.55,-74.95
7.498,26.55,-74.97
7.503,26.55,-75.00
7.508,26.55,-75.03
7.513,26.46,64.07
7.518,26.46,-71.12
7.523,26.46,-71.14
7.528,26.46,-71.16
7.533,26.46,-71.19
7.538,26.46,-71.21
7.543,26.46,-71.23
7.548,26.46,-71.25
7.553,26.46,-71.28
7.558,26.46,-71.30
7.563,26.37,67.80
7.568,26.37,-67.38
7.573,26.37,-67.40
7.579,26.37,-67.42
7.584,26.37,-67.44
7.589,26.28,71.66
7.594,26.28,-63.51
7.599,26.28,-63.52
7.604,26.28,-63.54
7.609,26.28,-63.55
7.614,26.28,-63.57
7.619,26.28,-63.58
7.624,26.28,-63.59
7.629,26.28,-63.61
7.634,26.28,-63.62
7.639,26.28,-63.64
7.644,26.28,-63.65
7.650,26.28,-63.67
7.654,26.28,-63.68
7.659,26.19,75.43
7.664,26.19,-59.74
7.669,26.19,-59.75
7.674,26.19,-59.76
7.679,26.19,-59.77
7.684,26.19,-59.78
7.689,26.19,-59.79
7.694,26.19,-59.80
7.699,26.19,-59.81
7.704,26.19,-59.82
7.709,26.19,-59.83
7.714,26.19,-59.84
7.719,26.19,-59.85
7.724,26.19,-59.86
7.729,26.19,-59.87
7.733,26.19,-59.88
7.739,26.19,-59.89
7.743,26.19,-59.90
7.749,26.19,-59.91
7.754,26.19,-59.92
7.759,26.19,-59.93
7.764,26.19,-59.94
7.769,26.19,-59.95
7.774,26.19,-59.96
7.779,26.19,-59.97
7.784,26.19,-59.98
7.789,26.19,-59.99
7.794,26.19,-60.00
7.799,26.19,-60.01
7.804,26.19,-60.02
7.809,26.19,-60.03
7.814,26.19,-60.03
7.819,26.19,-60.04
7.824,26.19,-60.05
7.829,26.19,-60.06
7.834,26.19,-60.07
7.839,26.19,-60.08
7.844,26.28,-99.21
7.849,26.28,-64.07
7.854,26.28,-64.08
7.859,26.28,-64.10
7.864,26.28,-64.11
7.869,26.28,-64.12
7.874,26.28,-64.14
7.879,26.28,-64.15
7.884,26.28,-64.17
7.889,26.28,-64.18
7.894,26.28,-64.19
7.899,26.28,-64.21
7.904,26.28,-64.22
7.909,26.28,-64.24
7.914,26.19,74.87
7.919,26.28,-99.42
7.924,26.19,74.85
7.929,26.28,-99.44
7.934,26.19,74.82
7.939,26.19,-60.35
7.944,26.19,-60.36
7.949,26.19,-60.37
7.954,26.19,-60.38
7.959,26.28,-99.51
7.964,26.19,74.76
7.969,26.28,-99.53
7.974,26.19,74.74
7.979,26.19,-60.43
7.984,26.19,-60.44
7.989,26.19,-60.45
7.994,26.19,-60.46
7.999,26.19,-60.47
8.004,26.19,-60.48
8.009,26.11,78.63
8.014,26.19,-95.66
8.019,26.11,78.61
8.024,26.11,-56.55
8.029,26.11,-56.56
8.034,26.11,-56.56
8.039,26.02,82.55
8.044,26.02,-52.61
8.049,26.02,-52.61
8.054,26.02,-52.61
8.059,26.02,-52.61
8.064,26.02,-52.61
8.069,26.02,-52.61
8.074,26.02,-52.62
8.079,26.02,-52.62
8.084,26.02,-52.62
8.089,26.02,-52.62
8.094,26.02,-52.62
8.099,26.02,-52.62
8.104,26.02,-52.62
8.109,26.02,-52.62
8.114,26.02,-52.62
8.119,26.02,-52.62
8.124,26.02,-52.62
8.129,26.02,-52.63
8.134,26.02,-52.63
8.139,26.02,-52.63
8.144,25.93,86.49
8.149,26.02,-87.78
8.154,25.93,86.49
8.158,25.93,51.34
8.164,26.02,-87.78
8.168,25.93,86.50
8.174,26.02,-87.78
8.179,26.02,-52.62
8.184,26.11,-91.74
8.189,26.11,-56.58
8.194,26.11,-56.59
8.199,26.11,-56.59
8.204,26.19,-95.72
8.209,26.19,-60.57
8.214,26.19,-60.58
8.219,26.19,-60.59
8.224,26.28,-99.72
8.229,26.28,-64.57
8.234,26.28,-64.59
8.239,26.28,-64.60
8.244,26.28,-64.61
8.249,26.37,-103.75
8.254,26.37,-68.61
8.259,26.37,-68.63
8.264,26.37,-68.64
8.269,26.37,-68.66
8.274,26.37,-68.68
8.279,26.37,-68.70
8.284,26.46,-107.84
8.289,26.46,-72.70
8.294,26.46,-72.72
8.301,26.46,-72.75
8.304,26.46,-72.77
8.309,26.46,-72.79
8.314,26.46,-72.82
8.319,26.46,-72.84
8.324,26.46,-72.86
8.329,26.46,-72.88
8.334,26.46,-72.91
8.339,26.46,-72.93
8.344,26.46,-72.95
8.349,26.46,-72.98
8.354,26.46,-73.00
8.358,26.46,-73.02
8.363,26.46,-73.04
8.369,26.46,-73.07
8.374,26.46,-73.09
8.379,26.46,-73.11
8.384,26.46,-73.14
8.389,26.46,-73.16
8.394,26.37,65.94
8.399,26.37,-69.24
8.404,26.37,-69.26
8.409,26.37,-69.28
8.414,26.37,-69.30
8.419,26.37,-69.31
8.424,26.37,-69.33
8.429,26.37,-69.35
8.434,26.28,69.75
8.439,26.28,-65.42
8.444,26.28,-65.44
8.449,26.28,-65.45
8.454,26.28,-65.47
8.459,26.28,-65.48
8.464,26.28,-65.49
8.469,26.28,-65.51
8.474,26.28,-65.52
8.479,26.19,73.58
8.484,26.28,-100.71
8.489,26.19,73.56
8.494,26.19,-61.61
8.499,26.19,-61.62
8.507,26.19,-61.63
8.508,26.19,-61.64
8.513,26.19,-61.65
8.518,26.19,-61.66
8.524,26.19,-61.67
8.528,26.19,-61.68
8.533,26.19,-61.69
8.538,26.19,-61.70
8.543,26.19,-61.71
8.548,26.19,-61.72
8.553,26.19,-61.73
8.558,26.19,-61.74
8.563,26.19,-61.75
8.568,26.11,77.36
8.573,26.11,-57.80
8.578,26.11,-57.81
8.583,26.11,-57.81
8.588,26.11,-57.82
8.593,26.11,-57.82
8.598,26.11,-57.83
8.603,26.11,-57.83
8.608,26.11,-57.84
8.613,26.11,-57.84
8.618,26.11,-57.85
8.623,26.11,-57.85
8.628,26.11,-57.86
8.633,26.11,-57.87
8.638,26.11,-57.87
8.643,26.11,-57.88
8.649,26.11,-57.88
8.653,26.19,-97.01
8.658,26.19,-61.86
8.663,26.19,-61.87
8.668,26.19,-61.88
8.673,26.19,-61.89
8.678,26.19,-61.89
8.684,26.19,-61.90
8.688,26.19,-61.91
8.693,26.19,-61.92
8.698,26.19,-61.93
8.704,26.19,-61.94
8.709,26.19,-61.95
8.713,26.19,-61.96
8.719,26.19,-61.97
8.724,26.28,-101.10
8.728,26.28,-65.96
8.733,26.28,-65.97
8.738,26.28,-65.98
8.744,26.28,-66.00
8.749,26.28,-66.01
8.753,26.28,-66.03
8.757,26.28,-66.04
8.764,26.28,-66.05
8.768,26.28,-66.07
8.773,26.28,-66.08
8.778,26.28,-66.10
8.783,26.28,-66.11
8.788,26.28,-66.13
8.793,26.28,-66.14
8.798,26.28,-66.15
8.803,26.28,-66.17
8.808,26.28,-66.18
8.813,26.28,-66.20
8.819,26.28,-66.21
8.823,26.28,-66.22
8.828,26.28,-66.24
8.833,26.28,-66.25
8.838,26.28,-66.27
8.843,26.28,-66.28
8.848,26.28,-66.29
8.853,26.28,-66.31
8.858,26.28,-66.32
8.863,26.28,-66.34
8.868,26.19,72.77
8.873,26.19,-62.40
8.878,26.19,-62.41
8.883,26.19,-62.42
8.888,26.19,-62.43
8.893,26.19,-62.44
8.899,26.19,-62.45
8.903,26.19,-62.46
8.908,26.19,-62.47
8.913,26.19,-62.48
8.918,26.19,-62.49
8.923,26.11,76.62
8.928,26.11,-58.54
8.933,26.11,-58.55
8.938,26.11,-58.55
8.943,26.11,-58.56
8.948,26.11,-58.56
8.953,26.11,-58.57
8.958,26.11,-58.58
8.963,26.11,-58.58
8.968,26.11,-58.59
8.973,26.11,-58.59
8.978,26.11,-58.60
8.983,26.11,-58.60
8.988,26.11,-58.61
8.993,26.11,-58.61
8.998,26.11,-58.62
9.003,26.11,-58.62
9.008,26.19,-97.75
9.013,26.11,76.52
9.018,26.11,-58.64
9.023,26.19,-97.77
9.028,26.19,-62.62
9.033,26.19,-62.63
9.038,26.19,-62.64
9.043,26.19,-62.65
9.048,26.19,-62.66
9.053,26.19,-62.67
9.058,26.19,-62.68
9.063,26.19,-62.69
9.068,26.19,-62.70
9.073,26.19,-62.71
9.078,26.28,-101.84
9.083,26.28,-66.69
9.088,26.28,-66.70
9.093,26.28,-66.72
9.098,26.28,-66.73
9.103,26.28,-66.75
9.108,26.28,-66.76
9.112,26.28,-66.77
9.119,26.28,-66.79
9.123,26.28,-66.80
9.128,26.37,-105.94
9.133,26.37,-70.79
9.138,26.37,-70.81
9.143,26.37,-70.83
9.148,26.37,-70.85
9.153,26.37,-70.87
9.158,26.37,-70.89
9.163,26.37,-70.91
9.168,26.37,-70.92
9.173,26.37,-70.94
9.178,26.37,-70.96
9.183,26.37,-70.98
9.188,26.37,-71.00
9.193,26.37,-71.02
9.198,26.37,-71.04
9.203,26.37,-71.05
9.208,26.37,-71.07
9.213,26.37,-71.09
9.218,26.37,-71.11
9.223,26.37,-71.13
9.228,26.37,-71.15
9.233,26.37,-71.16
9.238,26.37,-71.18
9.243,26.28,67.92
9.248,26.28,-67.26
9.253,26.28,-67.27
9.258,26.28,-67.28
9.263,26.28,-67.30
9.268,26.28,-67.31
9.273,26.28,-67.33
9.278,26.19,71.78
9.283,26.19,-63.39
9.288,26.19,-63.40
9.293,26.19,-63.41
9.298,26.19,-63.42
9.303,26.19,-63.43
9.308,26.19,-63.44
9.313,26.19,-63.45
9.318,26.19,-63.46
9.323,26.19,-63.47
9.328,26.19,-63.48
9.333,26.19,-63.49
9.338,26.19,-63.50
9.343,26.19,-63.51
9.348,26.19,-63.52
9.353,26.19,-63.53
9.358,26.19,-63.54
9.363,26.19,-63.55
9.368,26.19,-63.56
9.373,26.19,-63.57
9.378,26.19,-63.58
9.383,26.19,-63.58
9.388,26.19,-63.59
9.396,26.19,-63.60
9.398,26.19,-63.61
9.403,26.19,-63.62
9.408,26.19,-63.63
9.414,26.19,-63.64
9.418,26.19,-63.65
9.424,26.19,-63.66
9.428,26.19,-63.67
9.433,26.19,-63.68
9.438,26.19,-63.69
9.443,26.19,-63.70
9.448,26.19,-63.71
9.453,26.19,-63.72
9.458,26.19,-63.73
9.463,26.28,-102.86
9.468,26.28,-67.71
9.473,26.28,-67.73
9.478,26.28,-67.74
9.483,26.28,-67.76
9.488,26.28,-67.77
9.493,26.28,-67.78
9.498,26.28,-67.80
9.503,26.28,-67.81
9.508,26.28,-67.83
9.513,26.28,-67.84
9.518,26.28,-67.86
9.523,26.28,-67.87
9.528,26.28,-67.88
9.533,26.28,-67.90
9.538,26.37,-107.03
9.543,26.37,-71.89
9.548,26.37,-71.91
9.553,26.28,67.19
9.558,26.37,-107.10
9.563,26.28,67.16
9.568,26.28,-68.01
9.573,26.28,-68.03
9.578,26.28,-68.04
9.583,26.28,-68.06
9.588,26.28,-68.07
9.593,26.28,-68.08
9.598,26.28,-68.10
9.603,26.28,-68.11
9.608,26.28,-68.13
9.616,26.28,-68.14
9.618,26.28,-68.15
9.623,26.28,-68.17
9.629,26.28,-68.18
9.633,26.28,-68.20
9.638,26.28,-68.21
9.643,26.28,-68.23
9.649,26.28,-68.24
9.653,26.28,-68.25
9.658,26.28,-68.27
9.663,26.28,-68.28
9.669,26.28,-68.30
9.673,26.28,-68.31
9.678,26.19,70.80
9.683,26.19,-64.37
9.688,26.19,-64.38
9.693,26.19,-64.39
9.698,26.19,-64.40
9.703,26.19,-64.41
9.708,26.19,-64.42
9.713,26.19,-64.43
9.718,26.19,-64.44
9.723,26.19,-64.45
9.728,26.28,-103.58
9.733,26.28,-68.44
9.738,26.28,-68.45
9.743,26.28,-68.46
9.748,26.28,-68.48
9.753,26.28,-68.49
9.758,26.28,-68.51
9.763,26.28,-68.52
9.768,26.37,-107.65
9.773,26.37,-72.51
9.778,26.37,-72.53
9.783,26.37,-72.55
9.788,26.37,-72.57
9.793,26.37,-72.59
9.798,26.37,-72.60
9.803,26.37,-72.62
9.808,26.37,-72.64
9.813,26.37,-72.66
9.818,26.37,-72.68
9.823,26.37,-72.70
9.828,26.46,-111.84
9.833,26.46,-76.70
9.838,26.46,-76.72
9.844,26.46,-76.74
9.848,26.46,-76.77
9.853,26.46,-76.79
9.858,26.46,-76.81
9.863,26.46,-76.84
9.868,26.37,62.26
9.874,26.37,-72.92
9.878,26.37,-72.94
9.883,26.37,-72.95
9.888,26.37,-72.97
9.893,26.37,-72.99
9.898,26.37,-73.01
9.903,26.37,-73.03
9.908,26.37,-73.05
9.913,26.37,-73.07
9.918,26.37,-73.08
9.923,26.37,-73.10
9.928,26.28,66.00
9.934,26.28,-69.18
9.938,26.28,-69.19
9.943,26.28,-69.20
9.948,26.28,-69.22
9.953,26.28,-69.23
9.958,26.28,-69.25
9.963,26.28,-69.26
9.968,26.28,-69.27
9.973,26.28,-69.29
9.978,26.28,-69.30
9.983,26.28,-69.32
9.988,26.28,-69.33
9.993,26.28,-69.34
9.998,26.19,69.76
10.003,26.19,-65.41
10.008,26.19,-65.42
10.013,26.19,-65.43
10.018,26.19,-65.44
10.023,26.19,-65.45
10.028,26.19,-65.46
10.033,26.28,-104.59
10.039,26.28,-69.44
10.043,26.28,-69.45
10.048,26.28,-69.47
10.053,26.28,-69.48
10.058,26.28,-69.50
10.063,26.28,-69.51
10.068,26.28,-69.53
10.073,26.28,-69.54
10.078,26.28,-69.55
10.083,26.37,-108.69
10.088,26.37,-73.55
10.093,26.37,-73.56
10.099,26.37,-73.58
10.103,26.37,-73.60
10.108,26.37,-73.62
10.113,26.37,-73.64
10.118,26.37,-73.66
10.123,26.37,-73.68
10.128,26.37,-73.69
10.135,26.46,-112.83
10.138,26.46,-77.70
10.143,26.46,-77.72
10.148,26.46,-77.74
10.153,26.46,-77.76
10.158,26.46,-77.79
10.163,26.46,-77.81
10.168,26.37,61.29
10.173,26.37,-73.89
10.178,26.37,-73.91
10.183,26.37,-73.93
10.189,26.37,-73.95
10.193,26.37,-73.97
10.198,26.37,-73.98
10.204,26.37,-74.00
10.208,26.37,-74.02
10.213,26.37,-74.04
10.218,26.37,-74.06
10.224,26.37,-74.08
10.228,26.37,-74.09
10.233,26.37,-74.11
10.238,26.37,-74.13
10.243,26.37,-74.15
10.248,26.37,-74.17
10.253,26.28,64.93
10.258,26.28,-70.24
10.264,26.28,-70.26
10.269,26.28,-70.27
10.273,26.28,-70.28
10.278,26.28,-70.30
10.283,26.28,-70.31
10.288,26.19,68.79
10.293,26.19,-66.38
10.298,26.19,-66.39
10.303,26.28,-105.52
10.308,26.28,-70.37
10.313,26.28,-70.38
10.318,26.28,-70.40
10.323,26.28,-70.41
10.328,26.28,-70.43
10.333,26.28,-70.44
10.338,26.28,-70.45
10.343,26.37,-109.59
10.348,26.37,-74.45
10.353,26.37,-74.47
10.358,26.37,-74.48
10.363,26.37,-74.50
10.368,26.37,-74.52
10.373,26.37,-74.54
10.378,26.46,-113.68
10.383,26.46,-78.54
10.388,26.46,-78.56
10.393,26.46,-78.59
10.398,26.46,-78.61
10.403,26.46,-78.63
10.409,26.46,-78.65
10.413,26.55,-117.80
10.418,26.46,56.45
10.423,26.55,-117.85
10.428,26.55,-82.72
10.433,26.55,-82.74
10.438,26.55,-82.77
10.443,26.55,-82.80
10.448,26.55,-82.82
10.453,26.55,-82.85
10.458,26.55,-82.88
10.463,26.55,-82.91
10.468,26.55,-82.93
10.473,26.55,-82.96
10.478,26.55,-82.99
10.483,26.55,-83.02
10.488,26.55,-83.04
10.493,26.46,56.05
10.498,26.46,-79.13
10.503,26.46,-79.16
10.508,26.46,-79.18
10.513,26.46,-79.20
10.518,26.37,59.90
10.523,26.37,-75.28
10.528,26.37,-75.30
10.533,26.37,-75.32
10.538,26.37,-75.34
10.543,26.37,-75.36
10.548,26.37,-75.38
10.553,26.46,-114.51
10.558,26.46,-79.38
10.563,26.46,-79.40
10.568,26.37,59.70
10.573,26.37,-75.48
10.578,26.37,-75.50
10.583,26.37,-75.52
10.588,26.37,-75.54
10.593,26.37,-75.56
10.598,26.46,-114.69
10.603,26.46,-79.56
10.608,26.46,-79.58
10.613,26.46,-79.60
10.618,26.46,-79.63
10.623,26.46,-79.65
10.628,26.46,-79.67
10.633,26.55,-118.81
10.638,26.55,-83.68
10.643,26.55,-83.71
10.648,26.55,-83.74
10.653,26.55,-83.76
10.658,26.55,-83.79
10.663,26.55,-83.82
10.668,26.55,-83.84
10.675,26.55,-83.87
10.679,26.63,-123.02
10.683,26.63,-87.89
10.688,26.63,-87.92
10.693,26.63,-87.95
10.698,26.63,-87.99
10.703,26.63,-88.02
10.708,26.63,-88.05
10.713,26.63,-88.08
10.718,26.55,51.01
10.723,26.63,-123.30
10.728,26.55,50.95
10.733,26.55,-84.24
10.738,26.55,-84.27
10.743,26.55,-84.29
10.748,26.55,-84.32
10.754,26.55,-84.35
10.759,26.55,-84.38
10.764,26.55,-84.40
10.769,26.55,-84.43
10.774,26.55,-84.46
10.779,26.46,54.64
10.784,26.46,-80.55
10.789,26.46,-80.57
10.793,26.46,-80.59
10.799,26.46,-80.62
10.804,26.46,-80.64
10.809,26.46,-80.66
10.814,26.46,-80.69
10.819,26.37,58.41
10.824,26.37,-76.77
10.829,26.37,-76.79
10.834,26.37,-76.80
10.839,26.37,-76.82
10.844,26.37,-76.84
10.849,26.37,-76.86
10.854,26.37,-76.88
10.859,26.37,-76.90
10.863,26.37,-76.91
10.869,26.37,-76.93
10.874,26.37,-76.95
10.879,26.37,-76.97
10.884,26.37,-76.99
10.889,26.37,-77.01
10.894,26.37,-77.03
10.899,26.37,-77.04
10.904,26.37,-77.06
10.909,26.37,-77.08
10.914,26.28,62.02
10.919,26.28,-73.15
10.924,26.28,-73.17
10.929,26.19,65.94
10.934,26.19,-69.23
10.939,26.19,-69.24
10.944,26.19,-69.25
10.949,26.19,-69.26
10.954,26.11,69.85
10.959,26.11,-65.32
10.964,26.11,-65.32
10.969,26.11,-65.33
10.974,26.02,73.79
10.979,26.02,-61.37
10.984,26.02,-61.37
10.989,26.02,-61.37
10.994,25.93,77.74
10.999,25.93,-57.41
11.004,25.93,-57.41
11.009,25.93,-57.41
11.014,25.93,-57.40
11.019,25.93,-57.40
11.024,25.93,-57.40
11.029,25.93,-57.39
11.034,25.93,-57.39
11.039,25.93,-57.38
11.044,25.93,-57.38
11.049,25.84,81.74
11.054,25.84,-53.41
11.059,25.84,-53.40
11.064,25.84,-53.39
11.069,25.84,-53.39
11.074,25.84,-53.38
11.079,25.84,-53.37
11.084,25.84,-53.36
11.089,25.84,-53.35
11.094,25.84,-53.35
11.099,25.93,-92.46
11.104,25.93,-57.30
11.109,25.93,-57.29
11.114,25.93,-57.29
11.119,25.93,-57.29
11.124,25.93,-57.28
11.129,25.93,-57.28
11.134,26.02,-96.39
11.139,26.02,-61.24
11.144,26.02,-61.24
11.149,26.02,-61.24
11.154,26.02,-61.24
11.159,26.02,-61.24
11.164,26.11,-100.36
11.169,26.11,-65.21
11.174,26.11,-65.21
11.179,26.11,-65.22
11.184,26.11,-65.22
11.189,26.11,-65.23
11.194,26.11,-65.23
11.199,26.02,73.88
11.204,26.02,-61.28
11.209,25.93,77.84
11.214,25.84,81.80
11.219,25.84,-53.35
11.224,25.67,124.90
11.229,25.67,54.60
11.234,25.58,93.73
11.239,25.58,58.59
11.244,25.49,97.73
11.249,25.49,62.60
11.254,25.40,101.75
11.259,25.32,105.74
11.263,25.23,109.73
11.268,25.23,74.61
11.272,25.23,74.65
11.279,25.14,113.81
11.284,25.14,78.69
11.289,25.05,117.85
11.294,25.05,82.74
11.299,25.05,82.79
11.304,25.14,-56.29
11.309,25.14,78.92
11.314,25.14,78.96
11.319,25.14,79.00
11.324,25.14,79.05
11.329,25.23,-60.03
11.334,25.23,75.17
11.339,25.40,-103.03
11.344,25.40,67.32
11.349,25.49,-71.77
11.354,25.49,63.41
11.357,25.58,-75.68
11.363,25.58,59.50
11.368,25.58,59.52
11.374,25.67,-79.58
11.379,25.75,-83.52
11.383,25.75,51.65
11.389,25.84,-87.46
11.394,25.93,-91.41
11.399,25.93,-56.25
11.404,26.02,-95.36
11.409,26.11,-99.32
11.413,26.11,-64.17
11.418,26.19,-103.29
11.423,26.19,-68.14
11.428,26.19,-68.15
11.433,26.28,-107.28
11.438,26.28,-72.14
11.443,26.37,-111.27
11.448,26.37,-76.13
11.453,26.37,-76.15
11.458,26.37,-76.17
11.463,26.46,-115.31
11.468,26.46,-80.17
11.473,26.46,-80.19
11.478,26.46,-80.21
11.483,26.46,-80.24
11.488,26.46,-80.26
11.493,26.46,-80.28
11.498,26.55,-119.43
11.503,26.46,54.83
11.508,26.46,-80.36
11.513,26.46,-80.38
11.518,26.46,-80.40
11.523,26.46,-80.42
11.528,26.46,-80.45
11.533,26.46,-80.47
11.539,26.46,-80.49
11.543,26.46,-80.52
11.548,26.46,-80.54
11.553,26.46,-80.56
11.558,26.46,-80.58
11.563,26.37,58.51
11.568,26.37,-76.67
11.573,26.37,-76.68
11.578,26.37,-76.70
11.583,26.28,62.40
11.588,26.28,-72.78
11.593,26.28,-72.79
11.598,26.28,-72.80
11.603,26.28,-72.82
11.608,26.28,-72.83
11.613,26.28,-72.85
11.618,26.19,66.26
11.623,26.19,-68.91
11.631,26.19,-68.92
11.633,26.19,-68.93
11.639,26.19,-68.94
11.643,26.19,-68.95
11.648,26.19,-68.96
11.653,26.11,70.15
11.658,26.11,-65.01
11.663,26.11,-65.02
11.668,26.11,-65.02
11.673,26.11,-65.03
11.678,26.11,-65.04
11.683,26.02,74.08
11.688,26.02,-61.08
11.693,26.02,-61.08
11.698,26.02,-61.08
11.703,26.02,-61.08
11.708,26.02,-61.09
11.713,26.02,-61.09
11.718,25.93,78.03
11.723,25.93,-57.12
11.728,25.93,-57.12
11.733,25.93,-57.12
11.738,25.93,-57.11
11.743,25.93,-57.11
11.748,25.93,-57.11
11.753,25.93,-57.10
11.758,25.93,-57.10
11.763,25.93,-57.10
11.768,25.93,-57.09
11.773,25.93,-57.09
11.778,25.93,-57.09
11.783,25.93,-57.08
11.788,25.93,-57.08
11.793,25.93,-57.08
11.798,25.93,-57.07
11.803,25.93,-57.07
